acc_now_delinq,acc_open_past_24mths,all_util,annual_inc,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,collections_12_mths_ex_med,delinq_amnt,dti,inq_fi,inq_last_12m,inq_last_6mths,installment,int_rate,last_pymnt_amnt,loan_amnt,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,mths_since_rcnt_il,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,open_acc_6m,open_act_il,open_il_12m,open_il_24m,open_rv_12m,open_rv_24m,out_prncp,out_prncp_inv,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_coll_amt,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bal_il,total_bc_limit,total_cu_tl,total_il_high_credit_limit,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,total_rec_prncp,total_rev_hi_lim,delinq_2yrs,bad_loans
0.0,2.0,100.0,100000.0,26018.0,3901.0,78.3,0.0,0.0,0.0,7.18,2.0,0.0,0.0,756.94,14.47,0.0,22000.0,14099.0,128.0,225.0,14.0,14.0,4.0,20.0,73.0,0.0,1.0,1.0,1.0,3.0,7.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,22000.0,22000.0,92.3,100.0,0.0,14099.0,78.3,0.0,0.0,130091.0,134264.0,15.0,130091.0,115992.0,18000.0,2.0,116264.0,0.0,0.0,0.0,0.0,0.0,18000.0,1.0,1
0.0,4.0,47.0,51000.0,1921.0,11405.0,57.4,0.0,0.0,0.0,26.26,0.0,0.0,0.0,362.71,18.94,14038.15,14000.0,7887.0,123.0,165.0,3.0,3.0,0.0,67.0,24.0,0.0,3.0,4.0,5.0,5.0,4.0,16.0,18.0,4.0,18.0,0.0,0.0,3.0,18.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,95.5,40.0,0.0,15961.0,34.6,0.0,2121.0,34573.0,73397.0,22.0,34573.0,18612.0,26800.0,2.0,27297.0,14008.6935777779,14008.69,8.69,0.0,14000.0,46100.0,0.0,0
0.0,9.0,50.0,117510.0,12634.0,21187.0,14.9,0.0,0.0,0.0,20.19,7.0,5.0,1.0,303.54,7.21,9837.29,9800.0,3700.0,137.0,169.0,6.0,6.0,2.0,30.0,7.0,1.0,3.0,3.0,8.0,11.0,31.0,12.0,19.0,3.0,18.0,0.0,0.0,3.0,18.0,1.0,5.0,2.0,5.0,1.0,4.0,0.0,0.0,93.8,12.5,0.0,3713.0,10.2,0.0,0.0,227412.0,280434.0,52.0,83717.0,80004.0,24900.0,0.0,97284.0,9829.4417222218,9829.44,29.44,0.0,9800.0,36300.0,0.0,0
0.0,8.0,63.0,93000.0,11168.0,7279.0,35.0,0.0,0.0,0.0,17.87,0.0,2.0,1.0,185.62,19.92,5015.81,5000.0,1430.0,276.0,191.0,12.0,2.0,4.0,35.0,2.0,0.0,4.0,4.0,5.0,16.0,18.0,10.0,24.0,4.0,17.0,0.0,0.0,5.0,17.0,2.0,5.0,3.0,3.0,1.0,4.0,0.0,0.0,91.1,60.0,0.0,3921.0,16.1,0.0,0.0,189860.0,226763.0,47.0,59878.0,53305.0,11200.0,0.0,60077.0,5190.3567190832,5190.36,190.36,0.0,5000.0,24300.0,0.0,0
0.0,5.0,40.0,66000.0,18880.0,2822.0,55.9,0.0,0.0,0.0,8.58,1.0,1.0,0.0,65.54,11.06,1970.89,2000.0,3578.0,276.0,145.0,1.0,1.0,2.0,9.0,10.0,0.0,1.0,2.0,1.0,5.0,14.0,3.0,16.0,2.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,96.9,0.0,0.0,4459.0,40.2,0.0,0.0,75520.0,75102.0,32.0,75520.0,71061.0,6400.0,5.0,64002.0,2033.97250022,2033.97,33.97,0.0,2000.0,11100.0,1.0,0
0.0,11.0,82.0,100000.0,9298.0,2389.0,89.3,0.0,0.0,0.0,37.79,3.0,14.0,2.0,176.14,16.14,5006.19,5000.0,14937.0,191.0,106.0,1.0,1.0,1.0,24.0,5.0,1.0,3.0,8.0,4.0,7.0,14.0,11.0,17.0,8.0,17.0,0.0,0.0,6.0,17.0,3.0,6.0,2.0,4.0,4.0,7.0,0.0,0.0,74.2,50.0,0.0,27114.0,77.5,0.0,0.0,148764.0,171063.0,32.0,148764.0,121650.0,22400.0,2.0,136063.0,5173.3629859058,5173.36,173.36,0.0,5000.0,35000.0,0.0,0
0.0,2.0,52.0,88000.0,5948.0,1028.0,88.8,0.0,0.0,0.0,27.74,0.0,0.0,0.0,80.56,12.73,2411.03,2400.0,5789.0,129.0,208.0,26.0,3.0,1.0,10.0,27.0,1.0,2.0,2.0,2.0,12.0,7.0,2.0,20.0,2.0,5.0,0.0,1.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,50.0,0.0,8172.0,88.8,0.0,0.0,29738.0,57346.0,30.0,29738.0,21566.0,9200.0,0.0,46511.0,2407.6426666671,2407.64,7.64,0.0,2400.0,9200.0,6.0,0
0.0,0.0,40.0,86000.0,29606.0,500.0,0.0,0.0,0.0,0.0,15.04,0.0,0.0,0.0,135.86,13.56,135.86,4000.0,0.0,115.0,106.0,27.0,27.0,1.0,16.0,30.0,2.0,0.0,0.0,1.0,4.0,10.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3909.34,3909.34,73.3,0.0,0.0,0.0,0.0,0.0,1538.0,118423.0,161688.0,15.0,27203.0,27203.0,500.0,2.0,56999.0,129.83,129.83,39.17,0.0,90.66,500.0,3.0,1
0.0,6.0,66.0,72000.0,3564.0,4047.0,49.4,0.0,0.0,0.0,14.37,1.0,2.0,0.0,709.23,25.34,163.55,24000.0,2458.0,144.0,167.0,5.0,4.0,2.0,11.0,4.0,2.0,2.0,3.0,3.0,3.0,17.0,9.0,12.0,3.0,11.0,0.0,0.0,5.0,11.0,2.0,2.0,1.0,2.0,4.0,4.0,0.0,0.0,87.5,33.3,0.0,4275.0,39.6,0.0,0.0,39206.0,57511.0,31.0,39206.0,34931.0,8000.0,2.0,46711.0,24805.209460972,24805.21,805.21,0.0,24000.0,10800.0,2.0,0
0.0,5.0,37.0,77500.0,37124.0,2684.0,32.9,0.0,0.0,0.0,14.46,2.0,3.0,1.0,113.69,6.67,3710.16,3700.0,1316.0,156.0,329.0,7.0,7.0,3.0,71.0,8.0,1.0,1.0,3.0,1.0,3.0,13.0,5.0,9.0,3.0,9.0,0.0,0.0,3.0,9.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,92.3,0.0,0.0,2514.0,28.9,0.0,0.0,296989.0,315195.0,26.0,39954.0,36987.0,4000.0,5.0,42157.0,3707.4198922215996,3707.42,7.42,0.0,3700.0,8700.0,0.0,0
0.0,8.0,76.0,100000.0,79173.0,9372.0,33.5,0.0,0.0,0.0,17.47,2.0,7.0,3.0,778.92,22.35,28090.05,28000.0,4578.0,260.0,161.0,12.0,3.0,3.0,58.0,3.0,1.0,2.0,2.0,2.0,9.0,17.0,2.0,14.0,2.0,6.0,0.0,0.0,4.0,6.0,2.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,97.1,0.0,0.0,4728.0,33.5,0.0,0.0,475037.0,500536.0,34.0,55967.0,51239.0,14100.0,3.0,59697.0,28020.515666704,28020.52,20.52,0.0,28000.0,14100.0,0.0,0
0.0,15.0,39.0,38000.0,6163.0,8473.0,5.9,0.0,0.0,0.0,11.33,1.0,4.0,0.0,64.98,10.47,2014.54,2000.0,320.0,27.0,11.0,6.0,6.0,3.0,33.0,21.0,1.0,3.0,4.0,5.0,5.0,4.0,11.0,11.0,4.0,14.0,0.0,0.0,12.0,14.0,4.0,1.0,0.0,2.0,11.0,11.0,0.0,0.0,89.5,0.0,0.0,1249.0,7.7,0.0,0.0,86275.0,106833.0,19.0,12382.0,11072.0,9000.0,1.0,15398.0,2012.2116666675,1760.69,12.21,0.0,2000.0,16300.0,0.0,0
0.0,6.0,52.0,50000.0,2026.0,16931.0,35.9,0.0,0.0,0.0,23.98,1.0,1.0,0.0,396.87,16.91,16038.93,16000.0,5591.0,63.0,153.0,4.0,4.0,0.0,8.0,13.0,0.0,4.0,8.0,11.0,12.0,4.0,21.0,23.0,8.0,23.0,0.0,0.0,3.0,23.0,1.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,96.3,20.0,0.0,12151.0,27.1,0.0,0.0,42555.0,82300.0,27.0,42555.0,30404.0,26400.0,2.0,37500.0,16008.8705777779,16008.87,8.87,0.0,16000.0,44800.0,1.0,0
0.0,6.0,41.0,40750.0,1786.0,9741.0,52.7,0.0,0.0,0.0,30.78,0.0,1.0,1.0,688.13,14.47,607.75,20000.0,4724.0,312.0,198.0,1.0,1.0,1.0,70.0,17.0,1.0,6.0,14.0,7.0,10.0,5.0,19.0,24.0,14.0,21.0,0.0,0.0,2.0,21.0,2.0,2.0,0.0,1.0,2.0,5.0,19553.03,19553.03,96.7,28.6,0.0,14765.0,27.6,0.0,0.0,37510.0,92337.0,30.0,37510.0,22745.0,20600.0,0.0,38837.0,575.59,575.59,128.62,0.0,446.97,53500.0,0.0,1
0.0,4.0,60.0,50000.0,2264.0,13839.0,43.3,0.0,0.0,0.0,11.47,0.0,0.0,0.0,262.14,11.06,0.0,8000.0,4339.0,205.0,149.0,12.0,12.0,0.0,46.0,148.0,0.0,4.0,7.0,5.0,11.0,3.0,12.0,25.0,7.0,13.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,1.0,4.0,8000.0,8000.0,92.9,20.0,0.0,12835.0,37.3,0.0,0.0,27164.0,45211.0,28.0,27164.0,14329.0,24400.0,0.0,10811.0,0.0,0.0,0.0,0.0,0.0,34400.0,0.0,1
0.0,8.0,18.0,40000.0,974.0,89057.0,14.0,0.0,0.0,0.0,21.15,1.0,2.0,2.0,312.63,7.84,10083.96,10000.0,4401.0,175.0,385.0,3.0,3.0,0.0,26.0,13.0,0.0,14.0,15.0,18.0,20.0,5.0,20.0,25.0,15.0,21.0,0.0,0.0,7.0,21.0,7.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,96.7,0.0,0.0,14591.0,13.4,0.0,0.0,20454.0,117000.0,30.0,20454.0,5863.0,103600.0,5.0,8500.0,10075.2539304012,10075.25,75.25,0.0,10000.0,108500.0,0.0,0
0.0,20.0,40.0,50000.0,1459.0,27894.0,1.4,0.0,0.0,0.0,24.44,2.0,10.0,4.0,137.63,14.47,4074.95,4000.0,93.0,33.0,100.0,2.0,2.0,0.0,51.0,7.0,2.0,7.0,9.0,17.0,20.0,3.0,21.0,25.0,9.0,23.0,0.0,0.0,12.0,23.0,7.0,2.0,1.0,2.0,11.0,18.0,0.0,0.0,92.9,0.0,0.0,810.0,1.7,0.0,2427.0,33567.0,84083.0,28.0,33567.0,32757.0,28300.0,2.0,36883.0,4068.5247031671,4068.52,68.52,0.0,4000.0,47200.0,0.0,0
0.0,5.0,45.0,43000.0,19385.0,2600.0,0.0,0.0,0.0,0.0,8.88,4.0,5.0,1.0,78.88,8.46,2364.15,2500.0,0.0,216.0,142.0,12.0,12.0,2.0,20.0,19.0,7.0,0.0,0.0,1.0,4.0,34.0,5.0,11.0,0.0,9.0,0.0,1.0,1.0,9.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,70.2,0.0,0.0,0.0,0.0,0.0,133.0,174468.0,185677.0,47.0,58501.0,58501.0,2600.0,0.0,61051.0,2540.6840817411,2540.68,40.68,0.0,2500.0,6800.0,1.0,0
0.0,2.0,49.0,25000.0,1744.0,5130.0,49.2,0.0,0.0,0.0,27.12,1.0,0.0,0.0,410.44,28.72,13053.72,13000.0,2838.0,295.0,290.0,22.0,20.0,0.0,34.0,20.0,0.0,3.0,4.0,3.0,9.0,7.0,6.0,23.0,4.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,93.3,33.3,0.0,5041.0,43.8,0.0,0.0,10465.0,21500.0,30.0,10465.0,5424.0,10100.0,0.0,10000.0,13032.982355555601,13032.98,32.98,0.0,13000.0,11500.0,0.0,0
0.0,8.0,44.0,200000.0,2998.0,41031.0,28.8,0.0,0.0,0.0,4.33,1.0,1.0,0.0,188.1,20.89,4989.79,5000.0,7656.0,118.0,76.0,3.0,3.0,0.0,35.0,8.0,1.0,4.0,5.0,7.0,8.0,20.0,13.0,14.0,5.0,15.0,0.0,0.0,3.0,15.0,1.0,2.0,1.0,2.0,2.0,6.0,0.0,0.0,94.4,14.3,0.0,16891.0,23.7,0.0,0.0,44966.0,101362.0,36.0,44966.0,28075.0,57600.0,0.0,30162.0,5166.280244622801,5166.28,166.28,0.0,5000.0,71200.0,0.0,0
0.0,4.0,60.0,126000.0,19987.0,32457.0,69.9,0.0,0.0,0.0,28.9,5.0,6.0,1.0,1051.28,6.11,33867.83,34500.0,18099.0,177.0,254.0,15.0,2.0,3.0,37.0,2.0,0.0,10.0,12.0,11.0,15.0,11.0,16.0,24.0,12.0,22.0,0.0,0.0,1.0,22.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,94.7,63.6,0.0,120445.0,59.8,0.0,0.0,439721.0,540811.0,38.0,167033.0,46588.0,107900.0,6.0,77911.0,34936.6803839389,34936.68,436.68,0.0,34500.0,173400.0,0.0,0
0.0,5.0,62.0,70000.0,19935.0,5215.0,21.0,0.0,0.0,0.0,16.92,1.0,4.0,0.0,196.61,11.06,43.2,6000.0,731.0,214.0,131.0,9.0,9.0,3.0,33.0,11.0,6.0,4.0,7.0,4.0,5.0,30.0,8.0,9.0,7.0,11.0,0.0,0.0,3.0,11.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,38.1,0.0,0.0,2619.0,13.2,0.0,0.0,219283.0,235213.0,42.0,82406.0,79787.0,6600.0,0.0,77413.0,6094.8080742654,6094.81,94.81,0.0,6000.0,19800.0,0.0,0
0.0,2.0,93.0,120000.0,27435.0,12387.0,48.2,0.0,0.0,0.0,8.59,0.0,0.0,0.0,255.53,7.21,8120.62,8250.0,6099.0,161.0,144.0,0.0,0.0,1.0,20.0,68.0,2.0,5.0,5.0,8.0,10.0,8.0,8.0,11.0,5.0,13.0,0.0,1.0,1.0,13.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,75.0,37.5,0.0,11513.0,48.2,0.0,0.0,356650.0,387052.0,20.0,91372.0,79859.0,23900.0,0.0,79152.0,8379.4609830522,8379.46,129.46,0.0,8250.0,23900.0,1.0,0
0.0,7.0,47.0,55000.0,26203.0,24141.0,1.5,0.0,0.0,0.0,11.08,3.0,7.0,3.0,462.91,16.91,12952.32,13000.0,271.0,95.0,186.0,0.0,0.0,2.0,13.0,8.0,1.0,2.0,3.0,6.0,7.0,7.0,8.0,9.0,3.0,10.0,0.0,0.0,3.0,10.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,88.9,0.0,0.0,2158.0,7.7,0.0,0.0,262027.0,289823.0,18.0,24460.0,22302.0,24500.0,1.0,23983.0,13413.9534559713,13388.16,390.8,23.15,13000.0,28000.0,1.0,0
0.0,11.0,34.0,41000.0,11049.0,9200.0,0.0,0.0,0.0,0.0,14.75,3.0,5.0,2.0,315.5,8.46,9846.12,10000.0,0.0,133.0,45.0,4.0,3.0,1.0,24.0,3.0,0.0,0.0,3.0,2.0,3.0,7.0,9.0,13.0,3.0,12.0,0.0,0.0,8.0,12.0,4.0,2.0,3.0,3.0,5.0,7.0,0.0,0.0,95.2,0.0,1.0,2568.0,6.0,0.0,0.0,132582.0,175130.0,21.0,21213.0,18645.0,9200.0,3.0,19530.0,10156.917190962,10156.92,156.92,0.0,10000.0,42600.0,0.0,0
0.0,2.0,51.0,78000.0,19647.0,13838.0,34.7,0.0,0.0,0.0,18.83,1.0,5.0,1.0,705.38,14.47,30088.75,30000.0,4272.0,177.0,310.0,22.0,4.0,5.0,15.0,25.0,0.0,5.0,7.0,5.0,7.0,12.0,8.0,14.0,7.0,15.0,0.0,0.0,1.0,15.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,93.5,20.0,0.0,8595.0,32.4,0.0,71.0,275052.0,325271.0,31.0,39075.0,30480.0,21200.0,1.0,61796.0,30064.6293333331,30064.63,64.63,0.0,30000.0,26500.0,2.0,0
0.0,2.0,47.0,79000.0,27760.0,4703.0,38.9,0.0,0.0,0.0,15.33,0.0,2.0,0.0,375.16,7.84,11849.24,12000.0,1074.0,36.0,77.0,4.0,4.0,1.0,16.0,9.0,0.0,4.0,4.0,4.0,4.0,3.0,6.0,7.0,4.0,10.0,0.0,0.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,81.8,0.0,0.0,2997.0,21.3,0.0,0.0,277596.0,320302.0,11.0,20222.0,17225.0,7700.0,0.0,29358.0,12219.1735256978,12219.17,219.17,0.0,12000.0,14100.0,2.0,0
0.0,11.0,65.0,105600.0,2638.0,5720.0,34.3,0.0,0.0,0.0,9.25,6.0,7.0,1.0,1196.3,15.02,34629.55,34500.0,2080.0,10.0,298.0,1.0,1.0,0.0,52.0,10.0,1.0,2.0,7.0,5.0,8.0,1.0,14.0,17.0,7.0,15.0,0.0,0.0,7.0,15.0,3.0,1.0,1.0,1.0,6.0,10.0,0.0,0.0,94.4,0.0,1.0,6483.0,30.0,0.0,10946.0,34295.0,52595.0,18.0,34295.0,27812.0,8700.0,0.0,30995.0,34600.7575000002,34600.76,100.76,0.0,34500.0,21600.0,0.0,0
0.0,2.0,70.0,22000.0,4150.0,1261.0,45.2,0.0,0.0,0.0,20.24,1.0,1.0,1.0,99.0,11.55,99.0,3000.0,1039.0,12.0,52.0,7.0,7.0,0.0,31.0,12.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2859.07,2859.07,75.0,0.0,0.0,1768.0,31.6,0.0,0.0,16600.0,23592.0,4.0,16600.0,14832.0,2300.0,1.0,17992.0,190.31,190.31,49.38,0.0,140.93,5600.0,0.0,0
0.0,12.0,76.0,25000.0,3491.0,11763.0,46.3,0.0,0.0,0.0,36.1,0.0,1.0,0.0,126.49,17.97,102.95,3500.0,8327.0,49.0,63.0,5.0,5.0,0.0,47.0,12.0,0.0,4.0,4.0,4.0,4.0,12.0,9.0,10.0,4.0,17.0,0.0,0.0,5.0,17.0,2.0,8.0,3.0,5.0,2.0,7.0,0.0,0.0,95.5,25.0,0.0,10137.0,39.1,0.0,0.0,59353.0,78241.0,22.0,59353.0,49216.0,21900.0,5.0,52341.0,3515.9540652487,3515.95,15.95,0.0,3500.0,25900.0,0.0,0
0.0,2.0,71.0,71815.0,45261.0,402.0,49.8,0.0,0.0,0.0,11.54,1.0,0.0,0.0,744.13,16.91,30345.02,30000.0,398.0,120.0,141.0,37.0,14.0,2.0,41.0,14.0,0.0,1.0,4.0,1.0,1.0,10.0,5.0,9.0,4.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,90.5,0.0,0.0,14928.0,61.4,0.0,0.0,316825.0,332482.0,21.0,24679.0,9751.0,800.0,5.0,10682.0,31060.9683935348,31060.97,1060.97,0.0,30000.0,24300.0,0.0,0
0.0,5.0,45.0,40000.0,23049.0,319.0,87.2,0.0,0.0,0.0,8.7,0.0,0.0,0.0,484.58,10.08,15021.76,15000.0,1324.0,133.0,180.0,0.0,0.0,5.0,60.0,15.0,0.0,2.0,5.0,3.0,4.0,18.0,6.0,8.0,5.0,8.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,96.8,100.0,0.0,7906.0,44.9,0.0,0.0,161345.0,197750.0,31.0,7906.0,0.0,2500.0,13.0,0.0,15013.356000000002,15013.36,13.36,0.0,15000.0,17600.0,0.0,0
